City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Sovetskiy,RU,61.3614,63.5842,33.67,85,45,1.97,scattered clouds
347,Nabire,ID,-3.3667,135.4833,76.19,91,92,2.89,overcast clouds
348,Betioky,MG,-23.7167,44.3833,74.14,51,58,4.7,broken clouds
349,Avera,US,33.194,-82.5271,88.48,36,0,2.59,clear sky
350,Half Moon Bay,US,37.4636,-122.4286,81.25,60,1,1.99,haze
351,Mountain Home,US,43.133,-115.6912,59.81,41,1,10.18,clear sky
352,Gargzdai,LT,55.7128,21.4033,50.47,70,100,16.37,overcast clouds
353,Green River,US,41.5286,-109.4662,52.99,47,100,1.01,overcast clouds
354,Port Said,EG,31.2565,32.2841,76.98,73,0,5.75,clear sky
355,Komsomolskiy,UZ,40.4272,71.7189,65.12,55,0,4.61,clear sky
356,Moerai,PF,-22.4333,-151.3333,74.98,79,0,6.58,clear sky
357,Bilma,NE,18.6853,12.9164,89.44,15,32,8.59,scattered clouds
358,Ucluelet,CA,48.9329,-125.5528,57.04,93,100,3.0,overcast clouds
359,Loutros,GR,40.5883,22.3994,69.48,90,100,1.66,overcast clouds
360,Ukiah,US,39.1502,-123.2078,81.12,40,1,0.0,clear sky
361,Barguzin,RU,53.6167,109.6167,29.23,93,36,2.64,scattered clouds
362,Urengoy,RU,65.9667,78.3667,34.43,85,86,8.3,overcast clouds
363,Bartica,GY,6.4,-58.6167,88.12,71,100,2.73,overcast clouds
364,Sugar Hill,US,34.1065,-84.0335,86.61,53,0,3.13,clear sky
365,Sampit,ID,-2.5333,112.95,75.07,98,100,2.26,light rain
366,Lerwick,GB,60.1545,-1.1494,48.2,79,99,8.86,overcast clouds
367,Solton,RU,52.8429,86.4787,42.28,96,53,5.3,broken clouds
368,Sitka,US,57.0531,-135.33,51.69,62,75,13.8,light rain
369,Halifax,CA,44.6453,-63.5724,61.0,83,90,5.01,overcast clouds
370,Mandawar,IN,29.5,78.1333,78.4,77,0,5.21,clear sky
371,Lompoc,US,34.6391,-120.4579,83.21,64,1,18.41,clear sky
372,Rincon,US,32.296,-81.2354,90.86,52,20,8.05,few clouds
373,Penzance,GB,50.1186,-5.5371,55.76,65,20,11.9,few clouds
374,Amethi,IN,26.15,81.8167,77.32,88,7,6.8,clear sky
375,Nokaneng,BW,-19.6667,22.2667,80.64,16,0,3.49,clear sky
376,Shingu,JP,33.7333,135.9833,71.65,89,100,7.92,overcast clouds
377,Abha,SA,18.2164,42.5053,64.22,77,20,0.0,few clouds
378,Tulagi,SB,-9.0996,160.1476,81.73,78,64,14.14,broken clouds
379,Novaya Maka,RU,41.7717,48.3615,54.36,92,100,3.96,overcast clouds
380,Managua,NI,12.1328,-86.2504,89.04,58,40,9.22,scattered clouds
381,Gwembe,ZM,-16.4975,27.6069,76.51,23,36,0.76,scattered clouds
382,Goderich,CA,43.7501,-81.7165,70.03,63,0,11.5,clear sky
383,Airai,TL,-8.9266,125.4092,57.81,76,46,2.59,scattered clouds
384,Otjimbingwe,NA,-22.35,16.1333,67.86,22,0,4.81,clear sky
385,Walvis Bay,NA,-22.9575,14.5053,57.09,82,0,5.75,clear sky
386,Kaka,TM,37.3482,59.6143,68.63,32,0,2.48,clear sky
387,Kangaatsiaq,GL,68.3065,-53.4641,30.0,55,100,2.28,overcast clouds
388,Rovaniemi,FI,66.5,25.7167,44.01,93,75,5.75,broken clouds
389,Pacific Grove,US,36.6177,-121.9166,81.61,71,1,5.99,clear sky
390,Moyale,KE,3.5167,39.0584,74.52,43,79,3.71,broken clouds
391,Ugoofaaru,MV,5.6667,73.0,81.57,77,30,9.71,scattered clouds
392,Alta Floresta,BR,-9.8756,-56.0861,94.82,46,40,4.61,scattered clouds
393,Adrar,MR,20.5022,-10.0711,96.48,9,0,9.4,clear sky
394,Ryotsu,JP,38.0833,138.4333,71.31,78,29,9.44,scattered clouds
395,Lewistown,US,40.5992,-77.5714,72.93,43,1,8.05,clear sky
396,Raga,SS,8.4596,25.678,72.18,89,99,2.93,overcast clouds
397,Vanderhoof,CA,54.0166,-124.0198,54.45,51,97,8.57,overcast clouds
398,Ypsonas,CY,34.6884,32.9574,74.37,83,0,8.05,clear sky
399,Buala,SB,-8.145,159.5921,80.29,85,95,9.73,light rain
400,Kochinda,IN,21.7333,84.35,75.24,95,100,3.49,overcast clouds
401,Teguise,ES,29.0605,-13.564,70.02,73,75,23.02,broken clouds
402,Mehamn,NO,71.0357,27.8492,44.78,100,48,5.75,scattered clouds
403,Hovd,MN,48.0056,91.6419,42.04,48,77,1.99,broken clouds
404,Sungai Padi,TH,6.0851,101.8766,76.82,96,95,2.21,overcast clouds
405,Pskov,RU,57.8136,28.3496,40.91,93,40,4.47,scattered clouds
406,Lumphat,KH,13.4878,106.9816,73.51,99,29,2.98,scattered clouds
407,Abu Dhabi,AE,24.4667,54.3667,89.71,70,0,4.61,clear sky
408,Ordynskoye,RU,54.3656,81.8994,37.51,91,100,11.43,overcast clouds
409,Mahibadhoo,MV,3.7833,72.9667,82.31,69,88,8.39,overcast clouds
410,Hobyo,SO,5.3505,48.5268,79.47,78,6,23.13,clear sky
411,Mirnyy,RU,62.5353,113.9611,26.46,90,72,3.44,broken clouds
412,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,80,7,21.09,moderate rain
413,Mount Isa,AU,-20.7333,139.5,71.37,64,6,1.14,light rain
414,Dawlatabad,AF,36.4141,64.9053,66.47,31,0,4.29,clear sky
415,San Jose,US,37.3394,-121.895,81.48,35,40,5.01,scattered clouds
416,Kozlovka,RU,55.8428,48.2492,43.84,78,100,6.17,light rain
417,Tatarsk,RU,55.219,75.9828,37.99,89,100,7.45,overcast clouds
418,Escalerillas,MX,22.1333,-101.0667,76.51,41,22,2.82,few clouds
419,Megalopoli,GR,37.4011,22.1422,69.31,74,91,4.09,overcast clouds
420,Batemans Bay,AU,-35.7167,150.1833,59.92,97,100,3.42,light rain
421,Gien,FR,47.6933,2.6309,55.27,84,47,5.12,scattered clouds
422,Rawson,AR,-43.3002,-65.1023,73.63,18,100,22.84,overcast clouds
423,Acheng,CN,45.5454,126.977,40.93,63,0,2.71,clear sky
424,Moranbah,AU,-22.0016,148.0466,62.26,85,71,6.51,broken clouds
425,Ostersund,SE,63.1792,14.6357,47.61,87,90,14.97,overcast clouds
426,Sechelt,CA,49.4664,-123.7694,55.08,90,100,12.01,overcast clouds
427,Tilichiki,RU,60.4667,166.1,26.53,53,0,19.82,clear sky
428,Bay Roberts,CA,47.5999,-53.2648,71.35,91,55,1.01,broken clouds
429,Tadine,NC,-21.55,167.8833,71.24,76,100,16.08,overcast clouds
430,Mantua,IT,45.1667,10.7833,70.92,80,5,3.09,clear sky
431,Lima,PE,-12.0432,-77.0282,66.38,96,90,1.99,overcast clouds
432,Kijang,KR,35.2442,129.2139,73.13,97,100,9.73,light rain
433,Kedrovyy,RU,56.1667,91.8167,27.01,92,92,5.3,overcast clouds
434,Salekhard,RU,66.53,66.6019,38.77,94,100,11.14,overcast clouds
435,Batagay,RU,67.6333,134.6333,20.71,80,8,3.83,clear sky
436,Tabou,CI,4.423,-7.3528,76.75,89,100,6.89,moderate rain
437,Bloemfontein,ZA,-29.1211,26.214,58.48,72,73,4.61,light rain
438,Caravelas,BR,-17.7125,-39.2481,76.59,73,0,9.55,clear sky
439,West Wendover,US,40.7391,-114.0733,56.41,28,1,4.61,clear sky
440,Ouesso,CG,1.6136,16.0517,72.25,95,83,2.53,light rain
441,Houma,US,29.5958,-90.7195,73.99,94,100,7.18,overcast clouds
442,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,20,6.71,few clouds
443,Kodino,RU,63.7198,39.6447,43.92,96,68,4.16,broken clouds
444,Nalut,LY,30.3333,10.85,81.14,34,0,16.2,clear sky
445,Meulaboh,ID,4.1363,96.1285,75.36,92,100,6.33,moderate rain
446,Pativilca,PE,-10.7,-77.7833,67.24,72,77,8.43,broken clouds
447,Kalisz,PL,51.7611,18.091,56.71,74,100,6.69,overcast clouds
448,Alice Springs,AU,-23.7,133.8833,54.95,38,0,6.91,clear sky
449,Faya,SA,18.3851,42.4509,64.51,48,62,6.49,broken clouds
450,Novoagansk,RU,61.9449,76.6625,32.47,87,40,6.38,scattered clouds
451,Awjilah,LY,29.1081,21.2869,78.46,58,0,13.85,clear sky
452,Touros,BR,-5.1989,-35.4608,83.3,76,12,16.37,few clouds
453,Longyearbyen,SJ,78.2186,15.6401,35.44,80,75,2.3,broken clouds
454,Winchester,GB,51.0651,-1.3187,52.5,69,20,3.0,few clouds
455,Nara,JP,34.6851,135.8049,74.91,67,21,4.63,few clouds
456,Clarence Town,AU,-32.5833,151.7833,58.95,97,100,2.77,overcast clouds
457,Caucaia,BR,-3.7361,-38.6531,86.07,70,0,14.97,clear sky
458,Vila Velha,BR,-20.3297,-40.2925,80.94,69,0,18.41,clear sky
459,Kaitangata,NZ,-46.2817,169.8464,43.93,74,99,11.34,overcast clouds
460,Dingle,PH,10.9995,122.6711,75.87,92,45,3.69,scattered clouds
461,Areka,ET,7.0667,37.7,62.46,87,99,1.63,light rain
462,Kerrville,US,30.0474,-99.1403,86.02,67,90,5.01,overcast clouds
463,Tevaitoa,PF,-16.7833,-151.5,79.27,73,15,20.54,light rain
464,Rafai,CF,4.95,23.9167,72.07,88,93,0.96,light rain
465,Nuuk,GL,64.1835,-51.7216,38.01,52,20,3.44,few clouds
466,Lebu,CL,-37.6167,-73.65,54.1,69,100,15.3,overcast clouds
467,Broome,US,42.2506,-75.833,64.02,65,75,1.99,broken clouds
468,Skibbereen,IE,51.55,-9.2667,55.2,74,100,16.26,light rain
469,Mecca,SA,21.4267,39.8261,81.73,59,2,5.23,clear sky
470,Hailar,CN,49.2,119.7,34.38,71,100,7.7,overcast clouds
471,Mandera,KE,3.9366,41.867,86.0,46,52,21.43,broken clouds
472,Sembe,CG,1.6481,14.5806,71.55,98,100,2.68,light rain
473,Vestmannaeyjar,IS,63.4427,-20.2734,45.7,65,94,20.0,overcast clouds
474,Sioux Lookout,CA,50.1001,-91.917,77.38,57,20,11.5,few clouds
475,Shumyachi,RU,53.8583,32.4242,40.48,80,81,3.87,broken clouds
476,Velikooktyabrskiy,RU,57.4333,33.8159,39.34,94,99,2.39,overcast clouds
477,Naze,JP,28.3667,129.4833,77.32,80,41,15.95,scattered clouds
478,Guadalupe Y Calvo,MX,26.1,-106.9667,66.34,35,0,9.04,clear sky
479,Kapfenberg,AT,47.454,15.2702,58.51,94,100,1.92,overcast clouds
480,Pangnirtung,CA,66.1451,-65.7125,35.6,80,75,6.91,broken clouds
481,Kalaleh,IR,37.3807,55.4916,68.47,69,47,3.18,scattered clouds
482,Guiyang,CN,26.5833,106.7167,61.29,94,20,2.24,few clouds
483,Benghazi,LY,32.1167,20.0667,77.72,77,4,10.63,clear sky
484,Ust-Kuyga,RU,70.0167,135.6,9.72,92,30,4.18,scattered clouds
485,Sayyan,YE,15.1718,44.3244,62.69,53,98,3.15,overcast clouds
486,Gravdal,NO,68.1214,13.5031,53.28,78,54,6.49,broken clouds
487,Manicore,BR,-5.8092,-61.3003,90.43,49,100,2.64,light rain
488,Asau,RO,46.4333,26.4,52.75,89,8,1.23,light rain
489,Lithakia,GR,37.7167,20.8333,73.58,83,40,0.0,scattered clouds
490,Gorontalo,ID,0.5412,123.0595,74.82,94,98,2.24,overcast clouds
491,Nioro,GM,13.35,-15.75,79.61,80,23,7.85,few clouds
492,Qandala,SO,11.472,49.8728,90.57,52,52,0.58,broken clouds
493,Whitehorse,CA,60.7161,-135.0538,35.82,93,75,4.61,broken clouds
494,Lask,PL,51.5906,19.1328,56.82,86,100,1.01,overcast clouds
495,Omachi,JP,36.5,137.8667,60.49,88,0,3.11,clear sky
496,Necochea,AR,-38.5473,-58.7368,68.04,65,0,14.05,clear sky
497,Marawi,PH,7.9986,124.2928,68.65,91,100,2.66,overcast clouds
498,Klaksvik,FO,62.2266,-6.589,41.92,65,41,7.16,scattered clouds
499,Yaan,NG,7.3833,8.5667,72.5,95,100,4.29,overcast clouds
500,Mayahi,NE,13.9553,7.6712,83.97,55,99,7.47,overcast clouds
501,Tecoanapa,MX,16.5167,-98.75,84.79,69,31,9.26,scattered clouds
502,Huercal-Overa,ES,37.389,-1.9454,73.24,84,27,4.14,scattered clouds
503,Waddan,LY,29.1614,16.139,78.06,41,0,12.8,clear sky
504,Salamiyah,SY,35.0113,37.0532,68.11,74,0,8.16,clear sky
505,Tukrah,LY,32.5341,20.5791,76.17,83,1,7.34,clear sky
506,Kadyy,RU,57.787,43.1903,38.25,95,34,3.33,scattered clouds
507,Ous,RU,60.9058,61.5186,31.44,91,9,3.0,clear sky
508,Petrovsk-Zabaykalskiy,RU,51.273,108.843,24.96,97,50,4.54,scattered clouds
509,Flin Flon,CA,54.7682,-101.865,62.44,72,90,2.3,overcast clouds
510,Abnub,EG,27.2696,31.1511,79.02,35,0,7.72,clear sky
511,Ziguinchor,SN,12.5833,-16.2719,86.2,79,20,6.91,few clouds
512,Grajau,BR,-5.8194,-46.1386,91.08,40,48,4.63,scattered clouds
513,Bandarbeyla,SO,9.4942,50.8122,81.19,72,99,19.33,overcast clouds
514,Neryungri,RU,56.6709,124.6491,27.59,96,100,9.06,light snow
515,Lorengau,PG,-2.0226,147.2712,80.01,83,57,3.76,broken clouds
516,Bacabal,BR,-4.2917,-44.7917,83.41,62,97,3.56,overcast clouds
517,Mujiayingzi,CN,42.1167,118.7833,51.66,72,30,4.74,scattered clouds
518,Rocha,UY,-34.4833,-54.3333,60.82,70,0,12.44,clear sky
519,Angoram,PG,-4.0625,144.0661,73.13,99,100,2.08,overcast clouds
520,Teknaf,BD,20.8624,92.3058,77.2,82,86,2.71,overcast clouds
521,Aras,ES,42.5617,-2.356,59.41,67,20,4.61,few clouds
522,Belyy Yar,RU,53.6039,91.3903,37.29,81,0,6.71,light rain
523,Yerbogachen,RU,61.2767,108.0108,22.86,92,21,1.41,few clouds
524,Svetlogorsk,BY,52.6333,29.7333,42.39,77,67,5.61,broken clouds
525,Puerto Leguizamo,CO,-0.1934,-74.7819,78.73,89,92,5.1,light rain
526,Chara,RU,56.9064,118.2631,29.82,75,99,4.52,overcast clouds
527,Atar,MR,20.5169,-13.0499,98.04,9,4,8.88,clear sky
528,Karlskrona,SE,56.1616,15.5866,55.85,75,100,17.58,overcast clouds
529,Puerto Escondido,MX,15.85,-97.0667,85.55,69,93,6.87,overcast clouds
530,Taoudenni,ML,22.6783,-3.9836,96.12,7,0,8.55,clear sky
531,Lakatoro,VU,-16.0999,167.4164,77.92,81,48,12.28,scattered clouds
532,Wuning,CN,29.2589,120.2311,72.55,96,100,2.46,light rain
533,Arroio Dos Ratos,BR,-30.0772,-51.7292,70.09,80,32,11.16,scattered clouds
534,Grand-Lahou,CI,5.1367,-5.0242,76.41,91,100,5.97,light rain
535,Imeni Poliny Osipenko,RU,52.4201,136.4853,50.67,96,100,3.36,light rain
536,Kirkconnel,GB,55.3856,-3.9984,46.74,91,72,4.99,broken clouds
537,Sakrand,PK,26.1384,68.2736,87.75,74,40,6.91,smoke
538,Samarai,PG,-10.6167,150.6667,78.57,89,61,14.12,broken clouds
539,Kachug,RU,53.9606,105.8817,25.88,96,14,3.09,few clouds
540,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.32,69,65,6.73,light rain
541,Neka,IR,36.6508,53.299,67.51,83,20,4.61,few clouds
542,Areia Branca,BR,-4.9561,-37.1369,97.0,75,27,22.75,scattered clouds
543,Omsukchan,RU,62.5333,155.8,17.92,74,10,5.06,clear sky
544,Ipswich,GB,52.0592,1.1555,52.02,73,20,10.36,few clouds
545,Anton Lizardo,MX,19.05,-95.9833,92.21,67,57,11.3,broken clouds
546,Bijie,CN,27.3125,105.2942,57.15,87,0,2.42,clear sky
547,Persianovskiy,RU,47.5137,40.1075,56.55,70,0,8.95,clear sky
548,Krasnoselkup,RU,65.7,82.4667,30.4,79,7,5.03,clear sky
549,Elizabeth City,US,36.2946,-76.2511,79.0,59,1,12.66,clear sky
550,Ellensburg,US,46.9965,-120.5479,59.63,51,1,1.99,clear sky
551,Qui Nhon,VN,13.7667,109.2333,77.65,91,10,4.65,clear sky
552,Zhangzhou,CN,24.5133,117.6556,82.15,88,0,1.99,clear sky
553,Bodo,NO,67.28,14.405,53.78,69,0,13.8,clear sky
554,Plumbon,ID,-6.705,108.4728,77.11,74,56,4.9,broken clouds
555,Tahoua,NE,14.8888,5.2692,85.98,51,20,9.22,thunderstorm
556,Santa Rosa,PH,14.3122,121.1114,83.91,87,77,3.04,broken clouds
557,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,28,40,20.71,scattered clouds
558,Verkhnevilyuysk,RU,63.4453,120.3167,24.82,96,17,4.34,few clouds
559,Eyl,SO,7.9803,49.8164,79.97,74,17,19.15,few clouds
560,Thrissur,IN,10.5167,76.2167,75.18,96,62,1.01,broken clouds
561,Onega,RU,63.9061,38.1404,45.23,91,28,4.7,scattered clouds
562,Felipe Carrillo Puerto,MX,19.5833,-88.05,85.57,73,94,4.32,overcast clouds
563,Vila,PT,42.0304,-8.1588,57.33,78,83,4.21,broken clouds
564,Saint-Pierre,RE,-21.3393,55.4781,71.24,73,0,4.61,clear sky
565,Hazaribag,IN,23.9833,85.35,70.72,98,100,0.76,moderate rain
566,Monte Santo De Minas,BR,-21.1897,-46.9803,86.54,28,40,7.02,scattered clouds
567,Brandfort,ZA,-28.7001,26.4597,58.41,71,100,16.67,light rain
568,Okrika,NG,4.7416,7.0849,77.59,87,100,3.78,overcast clouds
569,Geraldton,AU,-28.7667,114.6,57.61,94,75,10.36,broken clouds
570,Johi,PK,26.6921,67.6133,90.28,46,0,7.61,clear sky
571,Sucua,EC,-2.4667,-78.1667,75.94,73,75,5.75,moderate rain
572,Arman,RU,59.7,150.1667,31.73,61,100,8.84,overcast clouds
573,Santa Cruz,BO,-17.8,-63.1667,96.26,41,40,16.11,smoke
574,Aasiaat,GL,68.7098,-52.8699,27.12,67,100,1.68,overcast clouds
575,Henties Bay,NA,-22.116,14.2845,56.86,90,0,6.17,clear sky
576,Leshan,CN,29.5623,103.7639,70.9,82,34,2.89,scattered clouds
577,Westport,US,41.1415,-73.3579,70.38,51,1,3.0,clear sky
578,Gornopravdinsk,RU,60.05,69.9,32.74,88,90,4.94,overcast clouds
579,Pochutla,MX,15.7432,-96.4661,83.82,58,83,7.92,broken clouds
580,Basco,PH,20.4487,121.9702,82.67,81,98,12.17,overcast clouds
581,Kalevala,RU,65.2,31.1667,42.85,95,36,4.29,scattered clouds
582,Gornozavodsk,RU,58.3758,58.3211,29.16,93,6,2.8,clear sky
583,Kashi,CN,39.4547,75.9797,70.81,23,0,11.18,clear sky
584,Marrakesh,MA,31.6315,-8.0083,86.07,39,75,4.61,broken clouds
585,Pangkalanbuun,ID,-2.6833,111.6167,75.22,97,97,1.9,overcast clouds
586,Bodden Town,KY,19.2833,-81.25,89.6,69,75,3.0,broken clouds
587,Thornhill,GB,55.2333,-3.7667,51.31,89,34,3.83,scattered clouds
588,Springfield,US,37.2153,-93.2982,85.98,56,40,8.99,scattered clouds
589,Lockhart,US,28.6194,-81.4426,88.88,53,90,4.0,overcast clouds
590,Srivardhan,IN,18.0333,73.0167,77.52,90,100,8.01,overcast clouds
591,Middelburg,ZA,-25.7751,29.4648,62.85,67,64,15.68,light rain
592,Kibre Mengist,ET,5.8833,38.9833,60.31,91,100,3.65,light rain
593,Dhidhdhoo,MV,6.8833,73.1,81.41,78,29,11.23,scattered clouds
594,Kruisfontein,ZA,-34.0033,24.7314,53.89,79,100,14.88,overcast clouds
595,Isiro,CD,2.7739,27.616,68.25,96,100,0.72,light rain
596,Aykhal,RU,66.0,111.5,26.38,56,100,4.99,overcast clouds
597,Honningsvag,NO,70.9821,25.9704,44.35,93,90,2.3,fog
598,Correntina,BR,-13.3433,-44.6367,90.91,23,77,4.76,broken clouds
599,Mahuva,IN,21.0914,71.7622,79.03,89,100,14.36,light rain
600,Chapleau,CA,47.8405,-83.4034,62.69,36,20,8.05,few clouds
601,Kamaishi,JP,39.2667,141.8833,67.82,91,69,10.94,broken clouds
602,U Thong,TH,14.3751,99.8923,78.21,89,81,2.42,light rain
603,Yumen,CN,40.2833,97.2,59.97,22,100,9.37,overcast clouds
604,Itapuranga,BR,-15.5622,-49.9486,85.06,37,89,3.74,overcast clouds
605,Buritis,BR,-15.6178,-46.4233,94.64,21,67,5.79,broken clouds
606,Havre,FR,49.5833,0.3333,56.97,54,40,17.27,scattered clouds
607,Piacabucu,BR,-10.4056,-36.4344,77.0,78,22,9.4,few clouds
608,Kontagora,NG,10.3999,5.4695,74.73,90,94,4.97,light rain
609,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,3.44,scattered clouds
610,Cam Ranh,VN,11.9214,109.1591,78.76,89,40,2.3,scattered clouds
611,Springdale,US,36.1867,-94.1288,84.25,56,20,8.01,few clouds
612,Aguadilla,PR,18.4275,-67.1541,85.64,75,16,3.0,light rain
613,Rorvik,NO,64.8621,11.2373,53.71,71,0,11.5,clear sky
614,Latung,PH,5.5,120.8833,83.73,72,100,5.17,overcast clouds
615,Fare,PF,-16.7,-151.0167,79.18,69,3,19.28,clear sky
616,Chanika,TZ,-5.4167,38.0167,68.94,88,92,7.96,overcast clouds
617,Monteagudo,BO,-19.8167,-63.9833,89.38,30,83,10.31,broken clouds
618,Hachinohe,JP,40.5,141.5,64.81,76,8,11.74,clear sky
619,Pangody,RU,65.85,74.4859,34.92,88,100,9.69,overcast clouds
620,Kindu,CD,-2.95,25.95,68.43,94,100,1.07,light rain
621,Mongu,ZM,-15.2484,23.1274,76.46,27,22,2.06,few clouds
622,Novaya Malykla,RU,54.2,49.95,41.04,66,100,4.32,light rain
623,Ixtapa,MX,20.7,-105.2,88.23,67,93,7.0,overcast clouds
624,Juneau,US,58.3019,-134.4197,50.0,80,40,9.22,light rain
625,Hajiganj,BD,23.2511,90.8592,75.47,93,98,3.65,overcast clouds
626,Oneida,US,43.2001,-75.4663,65.93,53,90,5.01,overcast clouds
627,Kaeo,NZ,-35.1,173.7833,50.32,95,48,5.06,scattered clouds
628,Abbeville,FR,50.1,1.8333,52.68,81,4,11.16,clear sky
629,Kawalu,ID,-7.3817,108.2082,70.03,94,89,0.13,overcast clouds
630,Poya,NC,-21.35,165.15,70.39,75,3,5.3,clear sky
631,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,71,75,20.71,broken clouds
632,Namatanai,PG,-3.6667,152.4333,79.56,82,92,8.43,light rain
633,Ormara,PK,25.2088,64.6357,87.13,61,20,11.43,few clouds
634,Mattru,SL,7.6244,-11.8332,74.66,90,100,4.36,overcast clouds
635,Tandur,IN,17.2333,77.5833,72.99,92,88,5.37,overcast clouds
636,Cap Malheureux,MU,-19.9842,57.6142,72.09,72,80,5.99,broken clouds
637,Tingo Maria,PE,-9.2895,-76.0088,88.11,58,20,5.75,few clouds
638,Lieksa,FI,63.3167,30.0167,47.95,74,100,5.41,overcast clouds
639,Dudinka,RU,69.4058,86.1778,32.05,98,100,20.45,snow
640,Talaya,RU,61.3833,152.75,15.49,70,100,2.66,overcast clouds
641,Hambantota,LK,6.1241,81.1185,80.98,73,96,11.21,overcast clouds
642,Gat,IL,31.61,34.7642,74.8,75,0,1.79,clear sky
643,Conakry,GN,9.538,-13.6773,80.67,78,20,9.22,light rain
644,Bima,ID,-8.4667,118.7167,73.71,94,50,3.56,scattered clouds
645,Urucui,BR,-7.2294,-44.5561,99.34,19,73,7.34,broken clouds
646,Havoysund,NO,70.9963,24.6622,44.83,84,4,6.04,clear sky
647,Cahors,FR,44.4167,1.3333,60.3,95,88,5.23,overcast clouds
648,Ygatimi,PY,-24.0833,-55.5,88.57,39,100,1.28,overcast clouds
649,Goure,NE,13.9835,10.2704,76.01,63,100,12.01,overcast clouds
650,Roald,NO,62.5833,6.1333,58.33,76,0,5.75,clear sky
651,George Town,MY,5.4112,100.3354,77.9,93,20,1.01,few clouds
652,Arlit,NE,18.7369,7.3853,92.93,17,61,11.03,broken clouds
653,Hun,LY,29.1268,15.9477,79.2,36,0,11.36,clear sky
654,Inyonga,TZ,-6.7167,32.0667,78.46,39,90,3.51,overcast clouds
655,Yangjiang,CN,21.85,111.9667,78.46,89,0,3.4,light rain
656,Amapa,BR,1.0,-52.0,90.81,38,34,3.33,scattered clouds
657,Jumla,NP,29.2747,82.1838,56.26,93,14,1.88,few clouds
658,Trinidad,BO,-14.8333,-64.9,96.78,49,40,6.91,smoke
659,Khandyga,RU,62.6667,135.6,34.68,52,100,4.9,overcast clouds
660,Kurumkan,RU,54.3,110.3,31.14,82,27,1.72,scattered clouds
661,Solnechnyy,RU,50.7214,136.6319,51.1,94,100,1.57,overcast clouds
662,Kwekwe,ZW,-18.9281,29.8149,74.39,26,17,9.64,few clouds
663,Kununurra,AU,-15.7667,128.7333,75.18,73,60,3.44,broken clouds
664,Zhigansk,RU,66.7697,123.3711,27.03,90,48,11.34,scattered clouds
665,Iralaya,HN,15.0,-83.2333,89.69,68,6,7.43,clear sky
666,Charters Towers,AU,-20.1,146.2667,64.17,87,54,12.66,broken clouds
667,Roma,US,43.2128,-75.4557,65.86,53,90,11.5,overcast clouds
668,Miri,MY,4.4148,114.0089,75.34,100,40,3.44,scattered clouds
669,Muscat,OM,23.6139,58.5922,87.82,53,98,6.6,overcast clouds
670,Venosa,IT,40.9613,15.8149,65.59,62,23,2.39,few clouds
671,Phan Thiet,VN,10.9333,108.1,77.23,89,100,4.56,moderate rain
672,Ushtobe,KZ,45.2514,77.9838,56.48,56,87,1.21,overcast clouds
673,Caraquet,CA,47.7941,-64.9386,57.74,74,46,12.48,scattered clouds
674,Marystown,CA,47.1666,-55.1483,64.85,100,38,3.0,scattered clouds
675,Gigmoto,PH,13.7796,124.39,80.33,83,65,3.47,broken clouds
676,Nicoya,CR,10.1483,-85.452,78.35,83,100,3.87,overcast clouds
677,Cap-Aux-Meules,CA,47.3821,-61.8597,57.25,82,75,16.11,broken clouds
678,Lodwar,KE,3.1191,35.5973,88.84,33,77,12.73,broken clouds
679,Lata,PT,40.1629,-8.3327,61.81,88,74,2.13,broken clouds
680,Berdigestyakh,RU,62.0989,126.6992,31.08,56,75,10.65,broken clouds
681,Fez,MA,34.0372,-4.9998,79.05,38,0,2.3,clear sky
682,Parrita,CR,9.5201,-84.3225,85.77,76,99,5.57,overcast clouds
683,Berlevag,NO,70.8578,29.0864,46.2,100,60,0.0,fog
684,Artvin,TR,41.1667,41.8333,54.68,94,99,2.82,light rain
685,Loveland,US,40.3978,-105.075,72.79,47,20,5.01,few clouds
686,Sinnamary,GF,5.3833,-52.95,84.52,68,32,9.28,scattered clouds
687,Maniitsoq,GL,65.4167,-52.9,34.47,61,100,2.57,overcast clouds
688,New Milford,US,40.9327,-74.0179,71.2,50,40,1.99,scattered clouds
689,Koroni,GR,36.8,21.95,72.07,72,78,6.58,broken clouds
690,Along,IN,28.1667,94.7667,70.97,98,48,1.9,scattered clouds
691,Wewak,PG,-3.5534,143.6268,79.12,86,83,4.09,broken clouds
692,Birin,NP,26.8865,88.0718,60.44,90,100,3.49,overcast clouds
693,Maldonado,UY,-34.6667,-54.9167,65.59,68,0,13.53,clear sky
694,Agirish,RU,61.9247,63.0231,34.2,84,38,2.93,scattered clouds
695,Ohara,JP,35.25,140.3833,71.01,77,100,6.11,overcast clouds
696,Broken Hill,AU,-31.95,141.4333,55.11,82,0,5.75,clear sky
697,Vestmanna,FO,62.1564,-7.1664,40.12,87,23,3.44,few clouds
698,Shache,CN,38.4167,77.2406,69.48,14,0,5.26,clear sky
